"pais","cajeros17","camas14","cto_pib16","densidad17","desempleo17","deuda16","electri16","fertil16","gasto_edu16","gasto_id16","gasto_militar17","pib16","pm2517","pobRural17","tierrasCult16"
"Noruega",36.377237901599,NA,1.1873547638491,14.4525759458847,4.16200017929077,2.03222,100,203.896263962854,NA,2.03222,1.64337591312092,371344761904.762,6.95651980294718,18.129,2.20509249665326
"Nueva Caledonia",NA,NA,NA,15.3424507658643,13.7969999313354,NA,100,238.141034375987,NA,NA,NA,NA,NA,29.744,0.341356661439724
"Nueva Zelandia",65.8806935257668,NA,3.4714568346147,18.2062967604724,4.7020001411438,NA,100,1777.23859649123,6.30374002456665,NA,1.15844422496687,189285950470.754,5.95600112941562,13.534,2.16474877520793
"Omán",37.7106153037236,1.6,4.98017097200616,14.979844911147,3.13700008392334,0.25511,100,468.068437476629,6.10957002639771,0.25511,12.0727196538761,65941482444.7334,41.1152382655137,16.44,0.181292409080296
"Países Bajos",44.6135987317096,NA,2.19171372514313,508.497951914515,4.83900022506714,2.03247,100,288.924124513619,NA,2.03247,1.22507212140197,783528181704.567,12.0344080729237,8.923,30.5135054912437
"Pakistán",10.4352180086228,0.6,5.52673584474448,255.572793430884,3.18099999427795,NA,99.1474380493164,144.330090206186,2.49180006980896,NA,3.49548316214619,278654637737.69,58.2824187715197,63.558,40.2656704026567
"Palau",45.8452722063037,NA,0.526568960576412,47.2369565217391,NA,NA,99.2893524169922,NA,NA,NA,NA,303984500,NA,20.635,2.17391304347826
"Panamá",70.6637791849304,NA,4.96646184067421,55.1329970406242,3.90000009536743,NA,93.4178009033203,49.122858674234,NA,NA,0,57957594212.2216,11.4000543321554,32.635,7.57331181059995
"Papua Nueva Guinea",NA,NA,1.59238532351476,18.2201165923243,2.35199999809265,0.03294,22.9321537017822,112.052132568359,NA,0.03294,0.487510467140312,19028120012.7673,12.2944182563739,86.898,0.662456388287771
"Paraguay",27.116664666882,NA,4.31290497002365,17.1439642587465,4.61499977111816,0.15366,98.4,110.3495703125,4.52037000656128,0.15366,1.1841593158456,36054281572.3981,11.9090808488171,38.7,12.0815504656431
"Perú",106.572407542271,1.6,3.95130919243149,25.12928515625,3.46000003814697,0.12024,94.8517456054688,127.699871276368,3.81826996803284,0.12024,0.977383367117412,191639655121.33,24.786728048654,22.28,2.740625
"Polinesia Francesa",NA,NA,NA,77.3243169398907,12.0970001220703,NA,100,252.032006835938,NA,NA,NA,NA,NA,38.216,0.683060109289617
"Polonia",NA,NA,3.06260036695409,124.0237303635,4.88700008392334,0.96538,100,172.817138626689,NA,0.96538,1.95678562509467,471992087443.889,20.8778222190899,39.895,35.291812273425
"Portugal",168.039179211895,NA,1.92573570456346,112.441821058412,8.86699962615967,1.26565,100,199.396122704945,NA,1.26565,1.73364324954249,206275669201.916,8.16075224791735,35.348,10.6835174794543
"Puerto Rico",NA,NA,-1.32692791972569,374.859188275085,10.8000001907349,NA,100,NA,NA,NA,NA,103960800000,8.34903333944518,6.413,6.8771138669673
"Qatar",59.0419541038998,1.2,2.13131091589808,227.322222222222,0.140000000596046,NA,100,6755.24466514259,NA,NA,NA,151732142857.143,91.1873279323164,0.921999999999997,1.23169682952066
"Región Administrativa Especial de Macao, China",313.152787448703,NA,-0.863118775980453,20479.1778885587,2,0.23367,100,NA,3.08310008049011,0.23367,NA,45310877912.7215,NA,0,NA
"Reino Unido",128.126940951724,NA,1.78923605462249,272.902451122225,4.33500003814697,1.68847,100,252.90367245894,5.54179000854492,1.68847,1.83483677072318,2659238931670.25,10.4726903888942,16.857,24.9080716142066
"República Árabe Siria",NA,1.5,NA,99.4928279692861,8.0310001373291,NA,100,7.55148887552452,NA,NA,NA,NA,43.7572594654519,46.5,25.3880084953439
"República Centroafricana",1.32247443279072,NA,4.53128596327306,7.47869915567113,6.44700002670288,NA,13.9851121902466,NA,NA,NA,1.32356645728568,1755468136.86556,56.8284973827312,59.02,2.88933834151979
"República Checa",55.6509853157935,NA,2.45054238739621,137.198109298109,2.89000010490417,1.6783,100,196.147153167602,NA,1.6783,1.05176691235589,195090272402.729,16.0712453523646,26.325,32.2973322973323
"República de Moldova",36.7432857506673,NA,4.49999996561689,123.654509353119,4.09800004959106,0.32888,100,24.4075952543221,6.66130018234253,0.32888,0.420677746474354,6795731286.20042,16.2510327081515,57.443,55.557921825118
"República Democrática Popular Lao",26.0924502657476,NA,7.02309187410415,29.7147313691508,0.602999985218048,NA,87.0957717895508,NA,NA,NA,NA,15805707154.2329,25.1095383439169,65.632,6.60745233968804
"República Dominicana",39.0152088377724,1.6,6.61220822292972,222.873069757814,5.83199977874756,NA,100,88.0897143554687,NA,NA,0.661908657256781,72342967648.3354,13.726321150433,19.723,16.5597184847858
"República Eslovaca",60.6883744524428,NA,3.12541010471965,113.128785357737,8.13099956512451,0.78965,100,125.762435040831,NA,0.78965,1.18865857000652,89848359304.5293,17.5629113438527,46.249,28.0158069883527
"Ribera Occidental y Gaza",NA,NA,4.70843525605618,778.202159468439,27.4440002441406,NA,100,NA,5.7177300453186,NA,NA,13425700000,33.2256303758951,24.106,8.44186041442262
"Rumania",66.6932347677366,NA,4.80081006663333,85.1181589012517,4.92700004577637,0.48209,100,59.9074807737124,NA,0.48209,1.97166664740767,188494136775.719,14.6113401886611,46.064,37.3000695410292
"Rwanda",5.55532598406579,NA,5.98131491296596,494.868544791244,0.953999996185303,NA,29.37,10.8574980343891,3.53978991508484,NA,0.974517289661775,8475681532.52169,43.2102171630293,82.875,46.6842298813085
"Saint Kitts y Nevis",88.4393850061227,NA,2.3175085237005,212.865384615385,NA,NA,100,0.460000014305116,NA,NA,NA,958973183.222222,NA,69.227,19.2307692307692
"Samoa",49.7708134316976,NA,7.1694201044955,69.4134275618375,8.32400035858154,NA,100,4.63750004768371,4.08104991912842,NA,NA,786640006.097846,11.5480270054414,81.548,2.82685512367491
"Samoa Americana",NA,NA,-2.61941448382126,278.205,NA,NA,NA,NA,NA,NA,NA,6.53e+08,12.4738202417443,12.83,15
"San Marino",182.892515475521,NA,2.2,556.666666666667,NA,NA,100,NA,NA,NA,NA,1564380530.97345,NA,2.928,16.6666666666667
"San Vicente y las Granadinas",35.8213232396805,2.6,1.97545593919382,281.78717948718,19.7310009002686,NA,100,NA,5.79986000061035,NA,NA,770762204.076067,22.2005163158424,48.216,12.8205128205128
"Santa Lucía",43.426712253226,NA,3.36515311590185,293.186885245902,20.7900009155273,NA,97.7609176635742,170.89333597819,5.71023988723755,NA,NA,1635675296.2963,22.4008171246298,81.388,4.91803278688525
"Santo Tomé y Príncipe",27.3986677397812,NA,4.1792092680182,212.840625,13.1389999389648,NA,65.4404830932617,NA,5.07532978057861,NA,NA,354237479.156978,28.5395843568146,28.032,9.06249980131785
"Senegal",NA,NA,6.22844989622426,82.3277774892225,6.43699979782104,NA,64.5,16.409375,6.62560987472534,NA,1.89663492255784,18973894458.795,40.6958258953758,53.26,16.6207863709552
"Serbia",45.7658986412207,NA,2.79732371859058,80.275074319689,13.4770002365112,0.89059,100,244.787104864319,3.8617799282074,0.89059,1.8285005701376,38299854688.1277,24.7263581904237,44.058,29.7050080036588
"Seychelles",79.1637695257869,NA,4.50303159109606,208.354347826087,NA,0.22162,100,521.733314127394,4.4183201789856,0.22162,1.56558173470193,1427525456.57573,20.1786493605547,43.739,0.32608696947927
"Sierra Leona",NA,NA,6.05547402877262,104.699528955389,4.32499980926514,NA,20.3,NA,3.06023001670837,NA,0.723329848889693,3556036534.56923,21.6259466795766,58.364,21.9451371571072
"Singapur",65.1584861594183,NA,2.39702145797342,7915.73043612911,3.90700006484985,NA,100,30237.8556190309,NA,NA,3.32116165109843,309763879840.753,19.0782564997534,0,0.789844838268139
"Sint Maarten (Dutch part)",NA,NA,0.432506259959027,1209.08823529412,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA
"Somalia",NA,0.9,NA,23.5000526030542,13.9130001068115,NA,29.8903179168701,NA,NA,NA,NA,6761998533.93861,32.0345842282344,55.609,1.75343513884018
"Sri Lanka",NA,NA,4.46882968833408,341.955031095519,4.17999982833862,NA,95.5882339477539,131.922626201923,3.47508001327515,NA,2.17197202941532,81787420023.358,11.0996172423996,81.616,20.7303460373146
"Sudáfrica",67.9308577528931,NA,0.565344943824186,46.754285337444,27.3269996643066,NA,84.2,58.5116,5.94058990478516,NA,1.04749032315992,295746599722.066,25.1022049863671,34.15,10.3042643167448
"Sudán",5.42385283740669,NA,4.70000004201418,23.2584175084175,12.7729997634888,NA,38.5284423828125,7.17265819761016,NA,NA,3.18315616908367,95584380032.2061,55.3708344433937,65.63,NA
"Suecia",31.9788182104324,NA,2.68396634344812,24.6929807763129,6.71799993515015,3.2549,100,96.3364418131532,NA,3.2549,1.0252538976416,512205240408.433,6.18466509039924,12.854,6.32098425684675
"Suiza",97.7698228210451,NA,1.60122355611645,213.858963233965,4.79699993133545,NA,100,214.407293234038,5.12430000305176,NA,0.683630212886557,670181065629.156,10.3031001048906,26.239,10.0895840255573
"Suriname",NA,NA,-5.56119342399026,3.61155128205128,7.59899997711182,NA,87.1763153076172,217.708608774038,NA,NA,NA,3152173913.04348,24.7800105357684,33.959,0.416666666666667
"Tailandia",117.279135273802,NA,3.28268307477235,135.131854215193,0.632000029087067,0.78133,100,161.710310083284,NA,0.78133,1.4225838601984,411755164832.674,26.2567265583447,50.8,32.9033647164752
"Tanzanía",NA,NA,6.86711619640732,64.6985990065478,1.93900001049042,NA,32.8,12.6044950448495,NA,NA,1.13727681044951,49774021003.0821,29.0766405124356,66.947,15.240460600587
"Tayikistán",NA,NA,6.87296416938112,64.2794365588299,10.7379999160767,0.10685,100,81.3773973438838,NA,0.10685,NA,6952678127.03396,46.1521853683313,73.018,5.25974493839614
"Timor-Leste",12.5846901772389,NA,0.827857234892406,87.176260928043,2.96300005912781,NA,63.3941383361816,NA,NA,NA,0.906903988782376,2.521e+09,19.2572091668723,69.788,10.4236718224613
"Togo",3.92949735362622,NA,5.09999205281729,143.366317337746,1.65799999237061,NA,46.9283752441406,11.0261247051887,5.06326007843018,NA,1.93526087973578,4457732624.94515,35.7313356081261,58.838,48.7221915793344
"Tonga",36.067229315444,NA,3.37947374984412,150.027777777778,1.00300002098083,NA,97.02,39.3005540635851,NA,NA,NA,401117499.988895,10.7854788558585,76.831,25
"Trinidad y Tobago",43.0839649399632,3,-5.95706134719481,266.885964912281,2.81699991226196,0.09175,100,356,NA,0.09175,0.891169421188916,22295585700.3672,24.1085684320503,46.795,4.87329434697856
"Túnez",NA,2.2,1.1083929680381,74.2284178681771,15.378999710083,0.59989,100,59.2512824959591,NA,0.59989,2.07007940360996,41808379888.2682,37.6559937453942,31.358,18.6663233779609
"Turkmenistán",NA,NA,6.1999999664301,12.2530483263465,3.6949999332428,NA,100,NA,NA,NA,NA,3.618e+10,21.767720976212,48.847,4.12827442385036
"Turquía",78.1241786939498,NA,3.18381907738632,104.914075594766,10.8190002441406,NA,100,137.704921250184,NA,NA,2.17813995150133,863721731068.508,44.3115256776956,25.356,26.4815560723984
"Tuvalu",NA,NA,3.03495102867583,373.066666666667,NA,NA,99.426155090332,NA,NA,NA,NA,36572611.8853148,NA,38.47,NA
"Ucrania",97.6706672452382,NA,2.44099473810617,77.389796129745,9.51000022888184,0.48384,100,52.7474371491335,5.01436996459961,0.48384,3.41297458636394,93355993628.5042,20.3097758188675,30.754,56.5796060694989
"Uganda",4.06023569355875,NA,4.78100029145199,213.759016556952,1.69799995422363,NA,26.7,1.91084784024004,2.55882000923157,NA,1.6750659682249,24133664284.5033,50.4943213226178,76.804,34.4105326152005
"Uruguay",84.7262904726532,2.8,1.68979816237868,19.7505999314364,7.8899998664856,0.40845,100,143.668461379377,NA,0.40845,2.05162848736819,52687612261.5424,9.27488332030728,4.76000000000001,13.7732836113373
"Uzbekistán",24.1470062312978,NA,7.80000000151786,76.1335213916314,4.97200012207031,0.22139,100,232.703181818182,6.91097021102905,0.22139,NA,67445712840.4013,28.455901201856,49.45,10.3432063939821
"Vanuatu",NA,NA,4.00057448624516,22.6615258408532,5.4229998588562,NA,57.82,NA,NA,NA,NA,787942567.411846,11.6527770296143,74.837,1.64068908941756
"Venezuela",NA,0.8,NA,36.2531205713962,7.42199993133545,0.11867,99.6038360595703,183.467528935185,NA,0.11867,0.487844144882163,NA,17.0085535697031,11.817,3.06105096082988
"Viet Nam",24.3360147797111,2.6,6.21081166789989,308.126552068888,1.8860000371933,NA,100,429.784831380394,NA,NA,2.28651071221859,205276172134.901,29.6267283386303,64.787,22.5690973006095
"Yemen, Rep. del",NA,0.7,-13.621458438417,53.5076235392162,13.1750001907349,NA,71.6423492431641,16.3965460459391,NA,NA,NA,36436652465.1639,50.4560068932715,63.984,2.363770668788
"Zambia",11.2933897649682,NA,3.75717780476374,22.9948344745019,7.20599985122681,NA,27.2193374633789,89.5940696957237,NA,NA,1.3415202878284,20954754378.1394,27.438034758712,57.024,5.11171794078478
"Zimbabwe",5.79291054758335,NA,0.75586925093063,42.7294920511826,4.94299983978271,NA,38.1451377868652,22.9,NA,NA,1.97058335852077,20548678100,22.2516710932407,67.763,10.3399250355435
